ANO,MACROZONA,Zone,TRIMESTRE,GRUPO_EDAD,CAPT,PORC,L_PR,VAR,P_PR,CAPT_TON,PORC_TON,Method
1991,1,N_Chile,2,3,1928.565,1.21,26.451,2.824,0.212,409.106,1.364,validacion
1991,1,N_Chile,2,4,6084.195,3.817,31.065,1.775,0.341,2077.191,6.925,validacion
1991,1,N_Chile,2,5,26190.538,16.432,32.206,2.271,0.381,9974.282,33.25,validacion
1991,1,N_Chile,2,6,4396.623,2.759,34.214,2.118,0.456,2005.389,6.685,validacion
1991,1,N_Chile,2,7,165.435,0.104,38,0,0.622,102.827,0.343,validacion
1991,1,N_Chile,3,1,76013.324,18.736,23.874,1.642,0.153,11594.843,9.852,validacion
1991,1,N_Chile,3,2,89157.698,21.975,25.143,3.84,0.181,16105.124,13.684,validacion
1991,1,N_Chile,3,3,16768.344,4.133,30.004,5.186,0.311,5207.843,4.425,validacion
1991,1,N_Chile,3,4,84975.75,20.945,31.014,2.262,0.34,28905.378,24.561,validacion
1991,1,N_Chile,3,5,101631.034,25.05,31.977,2.786,0.374,38017.608,32.303,validacion
1991,1,N_Chile,3,6,29666.616,7.312,32.817,3.192,0.405,12027.29,10.219,validacion
1991,1,N_Chile,3,7,6145.037,1.515,39.863,7.273,0.741,4550.838,3.867,validacion
1991,1,N_Chile,3,8,739.232,0.182,45.364,0.413,1.086,803.099,0.682,validacion
1991,1,N_Chile,3,9,617.096,0.152,40.144,20.013,0.775,478.441,0.407,validacion
1991,1,N_Chile,4,1,2019.89,0.896,26.422,0.244,0.214,431.27,0.615,validacion
1991,1,N_Chile,4,2,63857.637,28.322,27.707,0.612,0.246,15703.446,22.377,validacion
1991,1,N_Chile,4,3,56745.415,25.168,28.813,0.617,0.276,15657.12,22.311,validacion
1991,1,N_Chile,4,4,51725.624,22.941,30.816,1.175,0.337,17424.44,24.829,validacion
1991,1,N_Chile,4,5,40733.011,18.066,32.346,1.979,0.389,15856.623,22.595,validacion
1991,1,N_Chile,4,6,9555.768,4.238,34.614,1.716,0.475,4536.29,6.464,validacion
1991,1,N_Chile,4,7,616.947,0.274,38.022,1.474,0.625,385.799,0.55,validacion
1991,1,N_Chile,4,8,216.494,0.096,41.805,15.962,0.846,183.197,0.261,validacion
1992,1,N_Chile,1,2,3789.972,6.109,22.904,4.47,0.144,544.416,2.407,validacion
1992,1,N_Chile,1,3,2333.513,3.762,28,0,0.257,599.934,2.652,validacion
1992,1,N_Chile,1,4,5289.379,8.526,29.54,0.51,0.303,1601.81,7.082,validacion
1992,1,N_Chile,1,5,30913.792,49.832,30.995,2.03,0.352,10878.999,48.097,validacion
1992,1,N_Chile,1,6,16226.825,26.157,32.902,2.302,0.422,6840.912,30.244,validacion
1992,1,N_Chile,1,7,2704.201,4.359,36.588,5.083,0.584,1580.053,6.986,validacion
1992,1,N_Chile,1,8,777.769,1.254,39.579,2.73,0.737,572.847,2.533,validacion
1992,1,N_Chile,2,1,15158.82,2.848,21.215,2.494,0.105,1585.182,1.431,validacion
1992,1,N_Chile,2,2,222991.485,41.898,22.441,2.359,0.124,27603.56,24.92,validacion
1992,1,N_Chile,2,3,100731.859,18.927,27.188,1.886,0.221,22239.614,20.077,validacion
1992,1,N_Chile,2,4,100823.418,18.944,29.127,1.088,0.271,27355.366,24.696,validacion
1992,1,N_Chile,2,5,67427.822,12.669,31.178,1.016,0.334,22495.18,20.308,validacion
1992,1,N_Chile,2,6,22730.969,4.271,32.42,1.745,0.377,8559.01,7.727,validacion
1992,1,N_Chile,2,7,2360.934,0.444,32.973,0.49,0.395,932.567,0.842,validacion
1992,1,N_Chile,3,1,94737.893,21.096,22.524,2.901,0.121,11477.194,10.601,validacion
1992,1,N_Chile,3,2,100922.999,22.473,26.789,7.74,0.211,21283.086,19.659,validacion
1992,1,N_Chile,3,3,82508.84,18.373,29.208,2.496,0.269,22192.547,20.499,validacion
1992,1,N_Chile,3,4,110739.051,24.659,29.805,2.332,0.286,31683.58,29.266,validacion
1992,1,N_Chile,3,5,42210.043,9.399,31.575,2.986,0.343,14462.317,13.359,validacion
1992,1,N_Chile,3,6,14231.332,3.169,32.936,3.191,0.391,5557.419,5.133,validacion
1992,1,N_Chile,3,7,3486.472,0.776,34.009,0.642,0.428,1492.34,1.378,validacion
1992,1,N_Chile,3,8,241.693,0.054,35,0,0.467,112.896,0.104,validacion
1992,1,N_Chile,4,0,2105.827,1.493,18.561,0.287,0.079,166.455,0.432,validacion
1992,1,N_Chile,4,1,21620.54,15.326,20.136,5.072,0.102,2205.714,5.719,validacion
1992,1,N_Chile,4,2,25768.732,18.267,28.518,3.953,0.264,6795.656,17.618,validacion
1992,1,N_Chile,4,3,59789.581,42.383,30.357,1.279,0.311,18603.438,48.231,validacion
1992,1,N_Chile,4,4,26636.703,18.882,30.989,1.511,0.33,8781.012,22.766,validacion
1992,1,N_Chile,4,5,4456.983,3.159,32.651,2.23,0.382,1701.302,4.411,validacion
1992,1,N_Chile,4,6,573.277,0.406,33.735,0.195,0.416,238.523,0.618,validacion
1992,1,N_Chile,4,7,118.905,0.084,40,0,0.668,79.435,0.206,validacion
1993,1,N_Chile,1,1,7408.995,1.988,17.829,4.201,0.071,523.262,0.873,validacion
1993,1,N_Chile,1,2,291418.577,78.206,21.685,3.026,0.124,36200.775,60.401,validacion
1993,1,N_Chile,1,3,38480.156,10.327,28.687,2.528,0.284,10911.266,18.205,validacion
1993,1,N_Chile,1,4,25749.029,6.91,30.282,1.282,0.332,8538.34,14.246,validacion
1993,1,N_Chile,1,5,7706.827,2.068,31.651,4.096,0.381,2939.197,4.904,validacion
1993,1,N_Chile,1,6,1143.54,0.307,32.956,5.154,0.431,492.949,0.822,validacion
1993,1,N_Chile,1,7,723.395,0.194,33.686,0.215,0.454,328.482,0.548,validacion
1993,1,N_Chile,2,1,110735.388,10.841,20.79,2.289,0.09,10000.987,9.259,validacion
1993,1,N_Chile,2,2,905822.029,88.676,21.937,1.202,0.107,96717.406,89.54,validacion
1993,1,N_Chile,2,3,3821.886,0.374,27.604,2.866,0.23,877.645,0.813,validacion
1993,1,N_Chile,2,4,780.641,0.076,31.429,0.245,0.348,271.887,0.252,validacion
1993,1,N_Chile,2,5,334.561,0.033,33.75,1.021,0.442,147.905,0.137,validacion
1993,1,N_Chile,3,0,131.965,0.064,18,0,0.063,8.306,0.029,validacion
1993,1,N_Chile,3,1,89906.389,43.612,21.827,1.377,0.114,10276.493,35.819,validacion
1993,1,N_Chile,3,2,98259.916,47.664,22.055,2.244,0.119,11655.148,40.624,validacion
1993,1,N_Chile,3,3,4734.37,2.297,29.774,5.817,0.298,1410.157,4.915,validacion
1993,1,N_Chile,3,4,4279.498,2.076,31.898,3.063,0.363,1555.504,5.422,validacion
1993,1,N_Chile,3,5,4588.05,2.226,33.187,2.512,0.409,1877.59,6.544,validacion
1993,1,N_Chile,3,6,3253.67,1.578,33.784,2.811,0.432,1406.623,4.903,validacion
1993,1,N_Chile,3,7,709.269,0.344,35.112,3.453,0.487,345.229,1.203,validacion
1993,1,N_Chile,3,8,258.933,0.126,36.003,2.78,0.524,135.758,0.473,validacion
1993,1,N_Chile,3,9,29.831,0.014,38.07,4.447,0.623,18.596,0.065,validacion
1993,1,N_Chile,3,10,0.182,0,46,0,1.099,0.2,0.001,validacion
1993,1,N_Chile,3,11,0.752,0,44,0,0.96,0.722,0.003,validacion
1993,1,N_Chile,4,0,4657.019,0.699,9.36,0.355,0.011,51.018,0.034,validacion
1993,1,N_Chile,4,1,141129.461,21.186,24.812,6.45,0.182,25725.742,17.335,validacion
1993,1,N_Chile,4,2,323425.865,48.552,26.05,1.244,0.205,66268.029,44.655,validacion
1993,1,N_Chile,4,3,126348.269,18.967,27.87,3.188,0.25,31608.147,21.299,validacion
1993,1,N_Chile,4,4,50835.98,7.631,30.806,3.169,0.333,16912.596,11.397,validacion
1993,1,N_Chile,4,5,15393.437,2.311,31.883,3.5,0.367,5653.174,3.809,validacion
1993,1,N_Chile,4,6,3104.87,0.466,33.675,6.472,0.432,1341.69,0.904,validacion
1993,1,N_Chile,4,7,852.17,0.128,37.854,7.51,0.604,514.362,0.347,validacion
1993,1,N_Chile,4,8,227.04,0.034,41.266,3.861,0.767,174.124,0.117,validacion
1993,1,N_Chile,4,9,88.169,0.013,43.328,1.782,0.879,77.494,0.052,validacion
1993,1,N_Chile,4,10,78.293,0.012,44.092,9.953,0.934,73.153,0.049,validacion
1994,1,N_Chile,1,1,11834.164,5.253,15.38,2.373,0.041,490.922,1.061,validacion
1994,1,N_Chile,1,2,77860.617,34.558,21.47,24.038,0.131,10187.864,22.011,validacion
1994,1,N_Chile,1,3,94641.043,42.006,27.722,1.168,0.247,23407.084,50.57,validacion
1994,1,N_Chile,1,4,31902.92,14.16,28.826,1.696,0.279,8911.998,19.254,validacion
1994,1,N_Chile,1,5,7471.302,3.316,31.129,1.434,0.353,2639.108,5.702,validacion
1994,1,N_Chile,1,6,1521.151,0.675,32.437,2.316,0.402,611.186,1.32,validacion
1994,1,N_Chile,1,7,70.81,0.031,35.644,1.488,0.535,37.9,0.082,validacion
1994,1,N_Chile,2,0,700.298,0.257,16,0,0.043,29.887,0.1,validacion
1994,1,N_Chile,2,1,87575.938,32.182,17.211,2.414,0.055,4814.175,16.054,validacion
1994,1,N_Chile,2,2,139757.898,51.357,19.646,15.781,0.092,12806.944,42.707,validacion
1994,1,N_Chile,2,3,31995.056,11.757,28.003,3.095,0.246,7881.357,26.282,validacion
1994,1,N_Chile,2,4,7755.675,2.85,30.841,2.096,0.331,2564.637,8.552,validacion
1994,1,N_Chile,2,5,2282.47,0.839,33.176,1.369,0.414,944.051,3.148,validacion
1994,1,N_Chile,2,6,1453.531,0.534,34.094,1.348,0.45,654.266,2.182,validacion
1994,1,N_Chile,2,7,607.902,0.223,34.806,2.799,0.482,292.896,0.977,validacion
1994,1,N_Chile,3,1,10374.668,23.497,17.798,0.876,0.06,623.59,5.873,validacion
1994,1,N_Chile,3,2,9639.894,21.833,22.495,22.161,0.142,1364.405,12.849,validacion
1994,1,N_Chile,3,3,8861.911,20.071,28.929,2.763,0.274,2426.735,22.854,validacion
1994,1,N_Chile,3,4,7827.847,17.729,31.677,3.181,0.363,2843.5,26.778,validacion
1994,1,N_Chile,3,5,3356.927,7.603,33.033,1.989,0.412,1383.616,13.03,validacion
1994,1,N_Chile,3,6,2261.262,5.121,33.944,1.068,0.447,1011.548,9.526,validacion
1994,1,N_Chile,3,7,1562.822,3.54,35.576,0.968,0.518,808.925,7.618,validacion
1994,1,N_Chile,3,8,267.842,0.607,37,0,0.584,156.288,1.472,validacion
1994,1,N_Chile,4,1,152392.321,34.093,22.409,2.63,0.142,21688.063,20.265,validacion
1994,1,N_Chile,4,2,87046.168,19.474,25.098,12.689,0.198,17259.219,16.126,validacion
1994,1,N_Chile,4,3,115351.878,25.806,30.545,1.011,0.32,36950.954,34.526,validacion
1994,1,N_Chile,4,4,83193.023,18.612,30.997,1.04,0.333,27704.974,25.887,validacion
1994,1,N_Chile,4,5,8936.984,1.999,32.511,2.4,0.379,3385.466,3.163,validacion
1994,1,N_Chile,4,6,67.879,0.015,37,0,0.531,36.039,0.034,validacion
1995,1,N_Chile,1,0,318.674,0.197,18.541,2.306,0.078,24.804,0.083,validacion
1995,1,N_Chile,1,1,23744.416,14.716,21.798,6.208,0.126,3000.923,10.067,validacion
1995,1,N_Chile,1,2,100546.137,62.314,23.462,4.093,0.154,15487.019,51.955,validacion
1995,1,N_Chile,1,3,14825.374,9.188,27.457,5.818,0.243,3600.136,12.078,validacion
1995,1,N_Chile,1,4,15110.045,9.364,30.984,2.915,0.34,5138.558,17.239,validacion
1995,1,N_Chile,1,5,5965.976,3.697,32.011,1.122,0.372,2217.69,7.44,validacion
1995,1,N_Chile,1,6,778.169,0.482,32.788,1.241,0.398,310.08,1.04,validacion
1995,1,N_Chile,1,7,65.795,0.041,34,0,0.441,29.028,0.097,validacion
1995,1,N_Chile,2,0,1624.735,0.614,19.14,19.84,0.092,150.014,0.353,validacion
1995,1,N_Chile,2,1,63653.165,24.065,22.514,6.442,0.133,8492.843,19.957,validacion
1995,1,N_Chile,2,2,160150.187,60.546,23.698,3.164,0.152,24346.01,57.209,validacion
1995,1,N_Chile,2,3,26615.001,10.062,26.541,3.714,0.211,5628.612,13.226,validacion
1995,1,N_Chile,2,4,8759.228,3.311,29.255,7.38,0.284,2485.048,5.839,validacion
1995,1,N_Chile,2,5,3707.773,1.402,32.925,0.788,0.392,1453.656,3.416,validacion
1995,1,N_Chile,3,0,519.469,0.721,20,0,0.086,44.769,0.372,validacion
1995,1,N_Chile,3,1,17060.915,23.685,21.881,8.121,0.119,2033.199,16.915,validacion
1995,1,N_Chile,3,2,39366.762,54.652,23.486,6.356,0.145,5724.236,47.621,validacion
1995,1,N_Chile,3,3,8135.532,11.294,26.982,3.529,0.217,1767.217,14.702,validacion
1995,1,N_Chile,3,4,4077.408,5.661,31.057,2.957,0.331,1350.337,11.234,validacion
1995,1,N_Chile,3,5,2147.262,2.981,32.609,1.291,0.382,819.995,6.822,validacion
1995,1,N_Chile,3,6,471.027,0.654,33,0,0.394,185.813,1.546,validacion
1995,1,N_Chile,3,7,253.612,0.352,32.384,1.389,0.374,94.87,0.789,validacion
1995,1,N_Chile,4,0,5624.95,1.028,21.344,0.882,0.108,609.208,0.568,validacion
1995,1,N_Chile,4,1,99879.512,18.247,22.607,6.415,0.133,13234.734,12.346,validacion
1995,1,N_Chile,4,2,246324.278,45,23.681,8.539,0.153,37758.671,35.224,validacion
1995,1,N_Chile,4,3,89936.979,16.43,28.768,2.212,0.264,23732.516,22.139,validacion
1995,1,N_Chile,4,4,74637.951,13.635,29.98,3.363,0.299,22338.696,20.839,validacion
1995,1,N_Chile,4,5,29019.529,5.301,30.266,1.637,0.306,8883.383,8.287,validacion
1995,1,N_Chile,4,6,1867.522,0.341,30.205,1.422,0.304,567.864,0.53,validacion
1995,1,N_Chile,4,7,93.103,0.017,41.237,7.469,0.774,72.101,0.067,validacion
1996,1,N_Chile,1,1,1470.411,0.589,20.936,0.538,0.105,154.435,0.374,validacion
1996,1,N_Chile,1,2,189697.445,75.998,23.577,2.936,0.152,28768.04,69.755,validacion
1996,1,N_Chile,1,3,39901.532,15.986,26.028,5.304,0.205,8195.254,19.871,validacion
1996,1,N_Chile,1,4,16614.422,6.656,26.284,8.719,0.214,3562.901,8.639,validacion
1996,1,N_Chile,1,5,1924.706,0.771,29.268,6.525,0.292,561.163,1.361,validacion
1996,1,N_Chile,2,0,3433.087,0.588,22.382,1.107,0.128,438.567,0.532,validacion
1996,1,N_Chile,2,1,90852.836,15.555,21.548,4.482,0.117,10620.078,12.889,validacion
1996,1,N_Chile,2,2,407959.99,69.847,22.946,2.941,0.138,56435.25,68.493,validacion
1996,1,N_Chile,2,3,63371.069,10.85,24.792,4.178,0.173,10960.276,13.302,validacion
1996,1,N_Chile,2,4,15443.363,2.644,26.495,9.45,0.213,3282.62,3.984,validacion
1996,1,N_Chile,2,5,3017.299,0.517,26.546,15.705,0.219,659.282,0.8,validacion
1996,1,N_Chile,3,0,13495.117,3.938,16.929,4.239,0.05,680.001,1.304,validacion
1996,1,N_Chile,3,1,108641.829,31.7,22.819,8.348,0.131,14274.805,27.378,validacion
1996,1,N_Chile,3,2,175395.922,51.178,24.398,3.539,0.157,27586.062,52.908,validacion
1996,1,N_Chile,3,3,34878.878,10.177,26.253,7.703,0.202,7057.369,13.536,validacion
1996,1,N_Chile,3,4,9595.493,2.8,27.554,11.651,0.24,2298.245,4.408,validacion
1996,1,N_Chile,3,5,682.285,0.199,30.736,9.383,0.334,227.552,0.436,validacion
1996,1,N_Chile,3,6,26.262,0.008,37,0,0.583,15.313,0.029,validacion
1996,1,N_Chile,4,0,129375.93,26.62,18.238,1.077,0.068,8751.202,14.177,validacion
1996,1,N_Chile,4,1,236834.845,48.731,20.986,10.273,0.111,26232.482,42.498,validacion
1996,1,N_Chile,4,2,88269.924,18.162,25.739,7.235,0.2,17640.828,28.579,validacion
1996,1,N_Chile,4,3,24844.533,5.112,28.718,4.378,0.275,6833.26,11.07,validacion
1996,1,N_Chile,4,4,5253.907,1.081,29.877,4.603,0.31,1631.151,2.643,validacion
1996,1,N_Chile,4,5,1208.948,0.249,32.658,3.606,0.406,490.723,0.795,validacion
1996,1,N_Chile,4,6,148.323,0.031,31.282,1.612,0.354,52.454,0.085,validacion
1996,1,N_Chile,4,7,71.485,0.015,48,4,1.32,94.342,0.153,validacion
1997,1,N_Chile,1,1,11065.86,8.878,17.485,2.693,0.059,654.722,3.914,validacion
1997,1,N_Chile,1,2,107083.187,85.916,22.506,4.861,0.134,14354.269,85.802,validacion
1997,1,N_Chile,1,3,6079.031,4.877,27.878,2.322,0.261,1589.092,9.499,validacion
1997,1,N_Chile,1,4,409.607,0.329,29.638,4.329,0.321,131.371,0.785,validacion
1997,1,N_Chile,2,1,12533.95,12.314,18.677,1.274,0.074,932.569,7.816,validacion
1997,1,N_Chile,2,2,89118.902,87.553,22.543,1.762,0.123,10973.932,91.971,validacion
1997,1,N_Chile,2,3,135.475,0.133,26.438,0.246,0.187,25.391,0.213,validacion
1997,1,N_Chile,3,1,8713.203,38.928,24.847,6.126,0.172,1496.445,33.77,validacion
1997,1,N_Chile,3,2,10405.33,46.488,26.133,4.736,0.2,2078.889,46.913,validacion
1997,1,N_Chile,3,3,2661.227,11.89,28.32,2.062,0.254,677.24,15.283,validacion
1997,1,N_Chile,3,4,568.821,2.541,29.379,2.995,0.287,163.3,3.685,validacion
1997,1,N_Chile,3,5,34.148,0.153,34,0,0.453,15.454,0.349,validacion
1997,1,N_Chile,4,1,164739.956,55.01,25.346,0.742,0.175,28818.852,54.299,validacion
1997,1,N_Chile,4,2,124281.737,41.5,25.518,0.911,0.178,22182.505,41.795,validacion
1997,1,N_Chile,4,3,10036.345,3.351,26.309,1.368,0.195,1958.957,3.691,validacion
1997,1,N_Chile,4,4,397.124,0.133,29.372,0.463,0.267,105.99,0.2,validacion
1997,1,N_Chile,4,5,20.222,0.007,33.2,0.16,0.379,7.67,0.014,validacion
1998,1,N_Chile,1,1,1017.084,2.955,18.822,0.15,0.061,61.807,1.603,validacion
1998,1,N_Chile,1,2,32149.185,93.415,22.294,2.978,0.111,3573.86,92.716,validacion
1998,1,N_Chile,1,3,1245.521,3.619,25.594,0.689,0.175,217.984,5.655,validacion
1998,1,N_Chile,1,4,3.622,0.011,29,0,0.268,0.969,0.025,validacion
1998,1,N_Chile,2,1,2358.238,2.541,18.261,0.22,0.059,138.366,1.483,validacion
1998,1,N_Chile,2,2,84911.577,91.492,20.846,5.66,0.094,7984.679,85.589,validacion
1998,1,N_Chile,2,3,4760.905,5.13,27.203,2.085,0.215,1021.638,10.951,validacion
1998,1,N_Chile,2,4,762.171,0.821,27.973,2.131,0.235,178.933,1.918,validacion
1998,1,N_Chile,2,5,15.1,0.016,32.097,0.184,0.363,5.48,0.059,validacion
1998,1,N_Chile,3,0,59.885,0.223,18.144,0.608,0.061,3.648,0.057,validacion
1998,1,N_Chile,3,1,4986.943,18.535,27.157,4.433,0.211,1052.753,16.411,validacion
1998,1,N_Chile,3,2,12580.868,46.759,27.877,5.653,0.23,2887.659,45.015,validacion
1998,1,N_Chile,3,3,6254.835,23.247,28.941,2.89,0.254,1590.502,24.794,validacion
1998,1,N_Chile,3,4,2725.682,10.131,30.092,2.342,0.286,778.577,12.137,validacion
1998,1,N_Chile,3,5,291.514,1.083,31.947,0.957,0.341,99.426,1.55,validacion
1998,1,N_Chile,3,6,5.753,0.021,34,0,0.411,2.366,0.037,validacion
1998,1,N_Chile,4,1,5312.529,20.066,27.07,3.546,0.235,1247.838,18.127,validacion
1998,1,N_Chile,4,2,12763.852,48.212,27.949,1.792,0.257,3278.442,47.624,validacion
1998,1,N_Chile,4,3,6868.645,25.944,28.523,1.692,0.273,1875.722,27.247,validacion
1998,1,N_Chile,4,4,1380.543,5.215,29.85,1.401,0.313,432.242,6.279,validacion
1998,1,N_Chile,4,5,149.099,0.563,30.499,1.116,0.334,49.783,0.723,validacion
1999,1,N_Chile,1,1,183.614,0.587,18.784,0.169,0.077,14.193,0.193,validacion
1999,1,N_Chile,1,2,12997.496,41.56,23.257,13.892,0.157,2037.543,27.698,validacion
1999,1,N_Chile,1,3,12007.065,38.393,29.099,1.961,0.286,3432.923,46.667,validacion
1999,1,N_Chile,1,4,5688.004,18.188,29.752,1.7,0.305,1735.149,23.588,validacion
1999,1,N_Chile,1,5,397.834,1.272,30.981,0.528,0.343,136.354,1.854,validacion
1999,1,N_Chile,2,1,21145.467,6.714,18.939,0.979,0.068,1433.654,5.575,validacion
1999,1,N_Chile,2,2,293344.032,93.134,20.05,1.108,0.082,24137.46,93.859,validacion
1999,1,N_Chile,2,3,374.332,0.119,29.231,3.372,0.297,111.27,0.433,validacion
1999,1,N_Chile,2,4,104.94,0.033,30.145,2.107,0.328,34.405,0.134,validacion
1999,1,N_Chile,3,0,295.27,2.24,18.929,0.066,0.071,20.898,1.428,validacion
1999,1,N_Chile,3,1,3743.656,28.404,20.697,1.797,0.095,356.28,24.338,validacion
1999,1,N_Chile,3,2,8488.451,64.404,20.683,3.949,0.097,819.86,56.007,validacion
1999,1,N_Chile,3,3,262.005,1.988,31.772,1.322,0.366,95.839,6.547,validacion
1999,1,N_Chile,3,4,283.45,2.151,32.622,1.123,0.397,112.614,7.693,validacion
1999,1,N_Chile,3,5,74.592,0.566,35.438,0.246,0.515,38.398,2.623,validacion
1999,1,N_Chile,3,6,32.634,0.248,37.429,0.245,0.612,19.97,1.364,validacion
1999,1,N_Chile,4,1,11933.316,25.632,25.798,1.732,0.193,2308.835,23.117,validacion
1999,1,N_Chile,4,2,24545.995,52.724,26.601,1.786,0.213,5223.379,52.298,validacion
1999,1,N_Chile,4,3,8547.459,18.36,27.398,1.406,0.233,1989.835,19.923,validacion
1999,1,N_Chile,4,4,1250.021,2.685,29.334,3.443,0.29,362.457,3.629,validacion
1999,1,N_Chile,4,5,279.148,0.6,31.791,1.462,0.369,103.13,1.033,validacion
2000,1,N_Chile,1,1,7892.554,2.665,14.529,2.778,0.036,287.952,0.467,validacion
2000,1,N_Chile,1,2,178771.619,60.353,25.833,2.876,0.199,35603.695,57.798,validacion
2000,1,N_Chile,1,3,101638.711,34.313,27.311,1.317,0.233,23729.739,38.522,validacion
2000,1,N_Chile,1,4,7908.429,2.67,27.957,1.13,0.25,1978.365,3.212,validacion
2000,1,N_Chile,2,0,1444.121,0.389,16,0,0.045,64.881,0.184,validacion
2000,1,N_Chile,2,1,206219.56,55.53,17.163,2.946,0.056,11608.933,32.858,validacion
2000,1,N_Chile,2,2,151500.539,40.796,23.729,2.778,0.14,21155.105,59.878,validacion
2000,1,N_Chile,2,3,11831.077,3.186,26.978,4.698,0.202,2389.385,6.763,validacion
2000,1,N_Chile,2,4,368.445,0.099,31.333,0.222,0.304,112.073,0.317,validacion
2000,1,N_Chile,3,0,15243.971,30.949,16.54,0.784,0.048,728.787,25.161,validacion
2000,1,N_Chile,3,1,29960.314,60.827,17.819,1.2,0.06,1787.677,61.718,validacion
2000,1,N_Chile,3,2,4044.663,8.212,20.628,4.712,0.094,378.802,13.078,validacion
2000,1,N_Chile,3,3,5.628,0.011,28,0,0.223,1.255,0.043,validacion
2000,1,N_Chile,4,0,5623.53,10.956,17.71,1.07,0.065,367.032,4.88,validacion
2000,1,N_Chile,4,1,27783.687,54.128,20.253,9.049,0.101,2796.24,37.178,validacion
2000,1,N_Chile,4,2,12885.268,25.103,27.049,10.656,0.226,2917.634,38.792,validacion
2000,1,N_Chile,4,3,4534.994,8.835,29.374,2.128,0.278,1260.347,16.757,validacion
2000,1,N_Chile,4,4,394.915,0.769,31.299,0.21,0.331,130.88,1.74,validacion
2000,1,N_Chile,4,5,107.366,0.209,35,0,0.456,49.001,0.652,validacion
2001,1,N_Chile,1,1,2336.833,2.25,18.135,3.484,0.073,169.548,1.236,validacion
2001,1,N_Chile,1,2,98723.557,95.058,22.624,3.131,0.131,12890.5,93.984,validacion
2001,1,N_Chile,1,3,2332.102,2.246,27.826,1.753,0.226,528.085,3.85,validacion
2001,1,N_Chile,1,4,426.518,0.411,29.565,1.04,0.266,113.489,0.827,validacion
2001,1,N_Chile,1,5,37.267,0.036,33.613,0.479,0.376,14.002,0.102,validacion
2001,1,N_Chile,2,1,60912.782,12.296,20.355,6.818,0.091,5556.75,10.594,validacion
2001,1,N_Chile,2,2,423718.27,85.535,21.592,2.496,0.106,44792.54,85.398,validacion
2001,1,N_Chile,2,3,10358.792,2.091,26.295,1.374,0.192,1987.963,3.79,validacion
2001,1,N_Chile,2,4,377.728,0.076,30.224,0.185,0.293,110.685,0.211,validacion
2001,1,N_Chile,2,5,8.686,0.002,33,0,0.384,3.334,0.006,validacion
2001,1,N_Chile,3,0,4686.741,0.412,18.831,0.676,0.07,326.453,0.248,validacion
2001,1,N_Chile,3,1,717050.284,63.027,22.13,2.276,0.115,82412.665,62.625,validacion
2001,1,N_Chile,3,2,413101.536,36.311,22.215,2.882,0.117,48212.822,36.637,validacion
2001,1,N_Chile,3,3,2621.026,0.23,27.374,1.772,0.218,572.157,0.435,validacion
2001,1,N_Chile,3,4,228.976,0.02,31,0,0.317,72.508,0.055,validacion
2001,1,N_Chile,4,0,295.797,0.087,18.228,0.748,0.067,19.673,0.043,validacion
2001,1,N_Chile,4,1,267074.802,78.479,22.711,1.639,0.128,34283.002,75.004,validacion
2001,1,N_Chile,4,2,69458.805,20.41,23.976,2.912,0.152,10536.54,23.052,validacion
2001,1,N_Chile,4,3,3163.483,0.93,27.872,3.658,0.237,750.569,1.642,validacion
2001,1,N_Chile,4,4,116.624,0.034,30.581,0.243,0.309,36.002,0.079,validacion
2001,1,N_Chile,4,5,203.266,0.06,33.497,0.665,0.405,82.379,0.18,validacion
2002,1,N_Chile,1,1,24180.133,6.223,14.81,2.372,0.032,766.978,1.294,validacion
2002,1,N_Chile,1,2,259464.195,66.77,22.267,10.272,0.126,32574.075,54.971,validacion
2002,1,N_Chile,1,3,88936.879,22.887,27.504,2.083,0.236,20959.978,35.372,validacion
2002,1,N_Chile,1,4,14590.43,3.755,29.72,1.946,0.303,4427.369,7.472,validacion
2002,1,N_Chile,1,5,1158.765,0.298,31.368,0.875,0.361,417.814,0.705,validacion
